reviewText,sentiment
What an outstanding color,1
"Great service.  However, my 8 week old Golden Retriever loves the taste.",1
First off the item had no smell to it and seemed weak so I assumed it was a bad batch.  But I contacted the company to see if I could setup an exchange. They got back but insisted I pay shipping back as well. So I would have to pay shipping to me and then back to me over a 12 dollar item. Trust me I'm not scamming even especially on a 12 dollar item. That being said product was weak. Didn't have any fragerence and didn't affect the dog. I will try with another company and product. It's a shame. But hey some companies are only in it for the buck only.,0
just beware of pulling out your cats fur. The cats love this. i loved this ... and couldn't believe how much fur was coming out ... until I realized that I was actually pulling out their fur and not just grabbing the loose hairs. Both my cats have a thin spot on their backs from the first couple days of use. It's so sad ... and they both have very thick healthy coats. They still beg to be brushed with it ... which is why I probably overused it ... but they need a break. I'm going to have to get something gentler to take away the loose fur.  I think the company should warn people about that.,0
"I like this food supplement because she loves the taste and it is easy to administer. This product has lowered her Arabian spookiness but not her alertness or reaction time. I would say it has done a good job so far. She is less spooky and before she jumps at something ""scary"" I can see her assessing the situation and listening to the softness of my voice and calming a bit. She listens and hesitates before she gets all worked up. That is what I wanted. I didn't want a drugged up effect, just a chance for her to think before reacting. I will definitely keep feeding her Smart Calm.",1
A must have for dog owners who trim their dogs' nails. Especially those that are black!,1
Did not work at all for our older cats,0
"Doesn't seem to have any effect on my 60 pound dog. I've tried giving him extra but no dice. I've never had any luck with any of these types of calming pet products, though.",0
"I  have six Bichons and half of them seem to get loose stools or diarrhea w/ mucous every time I include this in their food.  Funny thing is, I had given  them the Grizzy Polluck in the past, and it didn't do this to them.  I have stopped and started with it, so I am reasonably sure this may be the culprit to their GI issues.  I love salmon for me and my family.  But every stinking time I use the prescribed amount, or even less, 3 out of 6 of them get the runs--even to the point of rectal blasting/shower.  It's quite the mess, and these guys are usually pretty great w/ taking their business outside.  I want to like it, but I can't.  I may try the polluck again, or I will just supplement every couple of days with tiny amounts of finely ground sardines.",0
It works but not unless the dog is directly in front of it. It could receive better.  I have a neighbor who's dog barks constantly. Mine doesn't unless some stranger approaches. I don't regret the purchase but wish it was better quality. Thanks.,1
"-That's the name of my dog, Luna. It's cool that it glows in the dark, chewable and no damage done.",1
This did not work twice,0
Good value for a doghouse this size. Sturdy,1
Broke the 2nd week of having it,0
Mom loved this bag! Her brand new puppy comes next week and she is excited to try this thing out! Arrived early too!,1
"My cat loves this condo.  I chase her around the house and when she gets tired, she jumps in it.",1
"Bought this under tank heat pad for my hermit crab terrarium.  Only one inch of sand on the bottom the tank (directions was for 1.5"" max) and this pad was unable to heat the tank up even one degree.  My crabs are cold and lethargic.  Was a total waste of money.",0
Absolutely love my new grooming table - no more sitting in the floor to groom.,1
"This product is easy to use, keeps the aquarium water clear, and is quiet. No need to prime the pump. The service from the vendor was excellent, and the cost of shipping more than fair. I could not have bought these filters at our local PetSmart or other stores for anywhere near this price. Plus, they stock only packs of three. I am well satisfied with this purchase.",1
I have recently purchased a puppy and was in need of something for my dog when I'm gone at work.  Great quality that doesn't tear like the cheaper ones do.  Also the bullseye is great for teaching her to go in the middle!  I would recommend these pads to everyone! What a lifesaver!,1
"If you have a smart dog then all she does is eat around where the whole is for the pill pocket. Pill pocket gets partially eaten and pill you were trying to give gets spit out. These didn't work for one dog but work great for my other dog, who is not as smart.",0
"Kongs are the only toy I've found that hold up to my heavy chewers.  I have a shepherd mix and a hound dog -- between them, they have vanquished many toys supposedly made for heavy chewers.  Kongs are the only exception I've found so far, aside from Nylabones, which caused a cracked tooth in my shepherd.  I put their kibble in the Kong and seal it with peanut butter, and that's their breakfast when I leave for work.  This is the only toy I'll leave them with when I'm not around to supervise.",1
"Did not stay on at all, and dog still got to her stitches",0
Works great for my Sphynx cat,1
Very convenient for travel. I have a little doxy and she likes to be outside people watching.,1
"I liked the price, the quality was questionable. First bulb lasted two months, second bulb lasted maybe a week. Was excited for the deal, but it wasn't worth it at all. Now my lizard is without a light until I get to the pet store for a quality bulb.",0
I love it!!! It is very portable and durable! I am very pleased,1
"i used this product it seems to work pretty good i have seen no fleas since i have put it on my dog.
doesnt smell too bad. and my dog doesnt mind wearing it.",1
"I thought this brush would work well on my border collie's rough coat. I had hoped to use it as a daily quick brush to keep her full coat looking good, but it can't seem to fight its way through. It's okay after she's blown her coat. I'm not sure if the problem is the pin brush or the memory gel grip, which makes it surprisingly hard to feel what I'm doing. For what it's worth, the cats prefer their smaller brush with metal pins.",1
It's good fish food.,1
love the service and the dogs can't wait for their toothbrushes.,1
"Oh HELL NO.  I paid over $30 for 2 of these?  NOT what I thought I had purchased, considering the 12 packs are @$5 at Wal-Mart & Target.  Right product, wrong price.",0
"I purchased 2 of these collars. The literature says the package includes a long lasting battery. Either the battery is dead, or the collars just don't work. I need some bark inhibitor collars for the dogs, but these just don't live up to any of the advertisement.",0
My dog doesn't like it and refuses to eat it (I have to wrap it  up in cheese in order for him to eat it) also I've never noticed any calming affects once he takes it.,0
"love oit, my dog smells great",1
"On NO planet would this little azz bed be considered an x-large. Unfortunately, when I opened it, I set it in the floor and my dog came and sat on the top (because there is NO way she is getting in this bed.  This Xlarge might work for a chihuahua, but definitely not an actual XL..my other little dog doesn't even fit and he's a frenchie!",0
"These seem really cheap for the price I paid. They never felt like they were tightening to the collar. Ultimately they were too short for our dog, which was my fault in ordering. We did not use them. Money wasted on what seemed like it would be great for our pet.",0
AMAZING value!,1
"Had the smaller Flexi leash when we got our puppy. It worked well for about a month then she managed to chew the leash enough for it to brake. I purchased this in hopes of a stronger less brakable cord but was very dissapointed. Had this one for less than 2 days before the cord broke. She hadnt chewed it at all, it rubbed the side of our shed when she ran around the corner and then broke. The action on it is very smooth and I like the ease of the lock and release so thats the only reason it gets 2 stars.",0
"I bought this harness for my border collie/lab mix and I've had it for less than a year. It was fine in the beginning but then I started to notice scratches around his legs/chest area. Now, their are welts and no matter how much I adjust the sizing, it just won't seem to get better. Also, my dog pulls a lot and this helps a bit but definitely isn't the best product for that.",0
This little thing vibrates like mad.  I had to really pad it so I couldn't hear it in the next room.  Hope my little Gypsy likes it though.,0
"When I bought this, it said THREE refills.  Now, it just says refills (plural) BUT you get ONE at $35!!!  NEVER AGAIN!!!  I will by the 6 pack at 1/3 the cost of this SINGLE refill!!",0
My cat loves all three dinners. He prefers the textures much more than pate.,1
Arrived quickly.  My dogs love them!,1
needs a carry  handle,1
"I own two of these products (one for each cat) and they both work great. Setup is pretty simple and once you set the times the only thing you have to worry about is filling the trays. Prior to this purchase our cats would constantly wake us up in the middle of the night or early morning to feed them. This led to us either getting up and reinforcing the behavior or tolerating an hours worth of scratching and meowing. Since we purchased this product they get fed at 2am and again at 6am and the cats haven't bothered us since.

We use this with both wet food and dry food and the insert is easy to remove to fill and easy to clean with a bit of soap and water. The cats now associate the sounds of the motor turning with food and go running when they hear it. I also find that this product is not loud enough to disturb us or wake us in the middle of the night.

No problems with the cats opening it themselves or turning the mechanism to get at food early.",1
"I normally love Pet Naturals of Vermont's products. However, the DMG bone-shaped chews for dogs is not one of them. First, the chews are teeny tiny. So if you have a big dog you are out of luck. My Doxie is 15 pounds and they were too small for him. Second, the are very moist - too moist. Third, the amount is not enough, doesn't last very long. All in all, not one of this company's better products. I was very disappointed.",0
"I am searching for something besides Frontline to use on my smaller cat. This has been the best I have found. Sadly, it hasn't continued to work for the entire month. It starts to fail for fleas at about 3 weeks. Other brands have lasted only a couple of weeks and do not work at all on worms, ear mites, or flea allergy problems (which this product has eliminated). I would recommend that you try it.",1
"These do not fade, warp or weaken after extended wear.",1
"My poor Great Dane was allergic to this. He scratched and chewed out bald spots all over his body. I tried to wash it out after a few days when I realized and it won't come all the way out.  I also bought the smaller dog dosage. The foster dog that I put it on still got fleas. I washed her with Dawn dishsoap first to kill all the fleas then I put this on her. Nope, after 5 days she had fleas again. The price for this stuff is nice, which is why I'm giving it 2 stars, but as the old saying goes, you get what you pay for.",0
Bought this thinking it would keep my cats happy but found that they were not interested mainly because the lights flashing very rarely happened even when they laid on the mat.  Was disappointed and would not recommend,0
I ordered the  super worms  I was supposed to get them in two days  which was a Monday and I didn't get them until Friday .  The worms where a nice size and healthy looking but there was no food in with the worms  so the worms  went all them days without food,0
"Garlic is toxic to dogs, especially over extended periods of time.... I would reconsider buying these.",0
"The Kitty Tube is great!  I bought this for a stray cat that hangs around close to my patio.  It took him a while to get into it.  At first he was suspicious,but by later that night he was resting comfortably in his new digs.  Since I have got it, he has barely left the patio.  It has been unusually warm, so when it is warm he camps on top of it.  It is great.  I am glad I got the Kitty Tube!",1
nice chew toy that puppy cant destroy,1
"Great product, but not happy with the service! The product information didn't say wether it was clip or slip on. I wanted the clip so when I returned the product they didn't provide a return label so basically i paid for the collar 2x. Shipping cost as much as the collar. Not happy",0
"Bought this product 4 months ago for my 60 lb husky and the leash broke. The ribbon material ripped clean through, leaving the clip still on my dogs collar, and the remainder of the leash retracted into the holder. As a manufacturer of pet leashes, I believe it is very important to make a quality product because I am choosing to trust the safety of my dog as well as other people that pass by in your product. To have a leash that just ""breaks"" is very disappointing. Thankfully, he was not near any busy streets or any children.

Sincerely,
A Disappointed Customer",0
Great product!  Works well on my dog!!!  Would buy from them again and it arrived in great condition to. Thanks,1
Smells good but keeps opening up have to keep sliding it closed,0
I changed my rating within a few months from 5 to 1...the motor started to stop randomly and heat up... sometimes even when I was gone or at night. Very dangerous. I finally gave up and bought a different one.,0
"I was anticipating this product because of the good reviews of the brand and not to mention it's adorable! Anyway, got this Medium a few days ago for my 9lb mini dachshund. Strapped him in only to find out that while his chest measures within the guidelines for the medium, it was very snug around the breast and the velcro could only go halfway so the velcro was showing.

Other than this, I am very impressed with the quality of how this product was made. I ended up returning this and ordering the large (I can't believe I have to buy a large for my mini dachshund!)

If you're planning to buy this, do think about measuring the breast girth because it's most important and if your dog falls between the suggested size, ORDER ONE SIZE UP.",1
"Item description states you will get a 6""-8"" piece of driftwood. As you can see the piece I got was at the very maximum 5.5"". I am highly disappointed as the piece I got looked nothing like other pictures and I didn't even get the size I was promised when I placed my order. Item description is not accurate.",0
The quantity for the price is great! I started purchasing the small 4oz can at the pet store and it ran me about $4.00 I have filled up that small can at least 5 times and still have some left.  Great value and my turtle loves it.,1
"I honestly never take the time to write a review unless I'm either really satisfied with the product, or I'm terribly disappointed with the product. In this case, I am so very disappointed in this product, save your money!!

The amount of litter this pan waste because of its poor design, is unacceptable! I would definitely purchase the Omega Paw and roll.",0
Tangled easily. Not appropriate for use with animals that are not dogs.,0
Good dog food,1
"The picture shows decent-looking clips, but in reality the clips are cheap and difficult to open.  I don't recommend this product.  I returned it and purchased a slightly more expensive tie out made by a different manufacturer that explicitly calls out bronze clips.  Looking closely at the picture you can tell that these are not standard clips but rather a cheap kind of clip that has a compression connection to the cable.  In the future I will know to look for this kind of clip and avoid it.",0
My cat loves it! She was using a bowl that was flat on the floor which was causing her to throw up. The raised bowl has helped and she hasn't thrown up at all. It's also super cute.,1
The flimsy plastic pieces that cover the interior of the door have to be cut and then taped into place.  The bolts have to be cut with a hacksaw to to fit correctly.  The cut out measurements in the instructions are not the right dimensions.  Piece of crap.  Poorly designed.,0
"Well it was beautiful and functional and ""well-made"" until I washed it...twice. And now it's a shredded mess of fabric. WTH.
  Sincerely, Duped in AK",0
These are my dogs favorite and special treats.  We give them to our dogs at night time and our one dog Holly literally goes running into her crate to get her treat.  No issues at all.,1
I ordered this and got 2 clips with suction cups not even with a defective magnetic,0
Not a rigid bouncy framed ball but instead folds in on itself when kicked and doesn't go as far.  Dog likes it ok but not what I was looking for.,0
"Our dogs loved these, until it almost killed them.  Ill never buy dog food or treats from China again.  I heard that Nestle is releasing them again.",0
This is the most favorite thing after eating that my dog loves.  This brush is durable and the pets love it too.  Great price and fast delivery too.,1
Good but hard to put on,1
Didn't fit our 11 lb Shih Tzu/Poodle mix.  She was still able to reach beyond the cone to her feet/hot spots.,0
It is as advertised.  I ordered a medium which is 14 to 18 inches in circumference.  Just right for my 65 pound dog.  I should have read the description more carefully and payed less attention to the picture.  The width is only  inches.  Just think how narrow that is on a 65 pound dog.  It is useless.  Be sure to read the descriptions carefully.  I learned my lesson for $15.50,0
"I did a lot of shopping around, trying to find the best food for my new puppy. The first half of this food's ingredient list reads like stuff I would eat (the rest is vitamin and mineral fortification), and so excited that it's all organic.
I was happy to find as I poured it the first time, that it has real, visable chunks of fruits and veggies. Wow! Real food you can actually see!
Alas, even though my puppy loves this food (and my sneaky senior dog too), my puppy has had horrible liquid diarrhea ever since we had him really. He's been tested for parvo, parasites, given antibiotics, etc. The only thing that helped was the digestive health food the vet sent him home with. Corn, corn, and corn is in the top 5 ingredients of that stuff. So although I would love to give him healthy, organic food with no GMO corn and whatnot, he has a sensitive belly and cannot eat this.",1
excellent,1
It said large on the web site and yet it wouldn't even fit over my 10 week old puppy's head.  misleading information.,0
"My Corgi, who gets tired of his toys quickly, loves this toy and chews on it every day.  I've purchased all sorts of chew toys for him in the past and this one seems to be his favorite.",1
The fabric ripped after my cat used it for a week. I'm very disappointed in this product.,0
"This is hands down the best litter box I've ever owned and that's saying a lot since I've had cats for every 42 years of my life.  Large enough for my pudge-ball fur-baby to turn around in and the clumping litter doesn't stick to it so it's very easy to scoop.  The retractable lid makes it super easy to see when you need to scoop, then put it back in place for the filter to do it's job.",1
"This harness has a great design that prevents wiggling free, but material needs to be more sturdy. Chest ripped at the neckline after 5 wears.  Im sad because I thought this was the answer to my prayers. ",0
Dog backed out of harness and ran into oncoming traffic and hit a car.  Luckily only ended up with cuts and scrapes and a $250 vet bill.,0
Comes unscrewed very easy.,0
The bed is very statically charged and is already sagging less than a month later! I would not purchase again nor recommend.,0
works well,1
"Lasted all of one week before the light stopped working. Kept using it as a collar till yesterday when the clasp broke. Lasted all of a month, total junk.",0
"I have used both avantix and advantage. I can not understand the rationale to make this products extremely expensive, 4 applications for over $35 dls?. Do they make generic brands? I'd like to know.",0
"My dog used to have a nozzle that fit on the end of the faucet outside.  He had to lick it to get the water to come out.  This is so much better!  The other only gave out a small stream and he had to lick at it for several minutes swallowing air with the water.

Pros-This product supplies endless fresh water.  It is easy for the dog to drink out of.  It decreased the air my dog swallowed over other automatic waterers that hook up to the faucet.  My dog gets to drink as much as he wants.

Cons-green algae grows in the bottom.  We just dump it periodically and wipe it out.

Summary-we will definitely be buying more of these as the need arises.",1
"I am a licensed veterinarian for 39 years and I would not recommend this product if your dog has kidney disease, liver disease or certain types of urinary calculi (stones).  The active ingredient in it appears to be DL-methionine, which is an urinary acidifier, and is contraindicated with the above types of medical conditions. Yellow grass is better than a sick dog.",0
My pooch really enjoys this I think it's her favorite treat.,1
"This product was described as great for small and large dogs alike. I tried it on both my dog's one small and one large, and it did not work on either one. It wasn't quiet either. I think the file itself is just too soft. I find the Dremel tool works much better. I returned this product. Maybe it might work great for cats but not dogs.",0
"My cat just loves this!  I have left it out since I got it and she has not lost interest.  She would have me play with her for hours if I would do it!  She loves to hide in the tunnels and jump out after fishing pole toys!  Has lost interest in playing on the rug  by herself but that is okay.  Wish the top rug was just a bit stiffer!

Edit:  11-12-16 I just lowered my review from 5 to 3!  The problem is that I have only had my rugs for a few months and all the stiffness has gone out of the top rug.  I can't get the top rug  to even create a small tunnel for her to hide in.  If anyone know of a way to re-new this feature I would love to know.

edit:  4-9-2017  Washed it in the bathtub and then found out that the newer ones can be put in the machine.  Although all the stiffness did not return this is still her favorite toy.  When I removed it to the bathroom she followed & started to cry!  How funny is this?  If I try to play in other areas of the house she goes and sits by the rug.",1
Fitmet  was small,0
"If I could give no stars, I would. I read all of the glowing reviews and thought I finally found an all natural wipe for my dogs, but my search will continue because these wipes are anything but natural. I'm absolutely disgusted with the false advertisements listed for this product. It says ""All Natural Ingredients - Aloe Vera, Vitamin E, and Hawaiian Awapuhi"", which makes you think they are the only ingredients in these wipes. Wrong! These wipes also contain polysorbate 20 and benzoic acid. A Google search of polysorbate 20 shows that it can be contaminated with carcinogenic 1,4-Dioxane, which is linked to skin irritations, skin allergies, cancer, etc. As for benzoic acid, it is typically made in a lab from other chemicals and can cause allergy like symptoms, etc. This product is also made in China, which is not made clear.",0
Just the right amount of looks and weight. My ginger kitty looks bada$$.  It is also useful as a protective element when he plays with my boyfriend's husky.  She's two and likes to grab him by the scruff of the neck.  This little spike collar I'm hoping will discourage some of the rough housing.  Well made item.,1
Great toy! If used with kittens whom are smaller or younger. My 5 and 7 month old kittens knock this over constantly and I need to tip it back up so it continues to work properly. Would love to see this made in a larger version for bigger cats. Or a bigger better base. Other than that it's a big hit!,1
Very well made,1
"My American Bulldog and my Collie like to play hard in the yard, and the old Petsafe collars broke on both dogs.  The Petsafe collar has a light duty latch that pops loose easily and eventually broke on both dogs.  This heavy duty strap is noticeably better when you first pick it up.  The latch is larger and has smoother edges so it doesn't get caught and pop loose, and the strap material is a much softer and flexible material than the original as well as being a bit wider - it is a much higher quality strap with pre-cut holes fort the receiver - works great!",1
"I purchased this product after my doctor recommended compression socks to help alleviate the swelling I have in my legs due to an accident I was involved in.  After having worn the socks for a couple of days, I have already noticed how much better my legs look and how the swelling has gone down significantly. In addition, they are extremely comfortable.  I highly recommending purchasing these socks.",1
"These are fantastic!  I received 3 large, thick, whole antlers that were trimmed with rough edges smoothed out.  When they arrived, my dog must have smelled the antlers and found where I had put the package while they were still wrapped in plastic in the unopened envelope- that's how you know they're good!  These are MUCH better than the weird, small, gray/white antlers they sell at pet stores for $12 each, or $9 if found at Marshall's or Home Goods. These are very much worth the price for what you get. I have a 60 lb mutt that loves to chew and he is set for the rest of the year as far as antlers go with this 1 purchase. Highly recommended!",1
"Good filter, does what it's supposed to do",1
Good work.,1
Stop working after 4 weeks.,0
PLEASE DO NOT BUY THIS! This is absolutly terrible. The smell is horrific and caused me to be sick to my stomach. I became nasuas after spreading across 3 - 3x3 squares in a small room. It did not do anything but cover the odor. Save your money and a headache. I considered having my carpets replaced due to the smell. It also ruined my vacuum which is a dyson vacuum. It caused it to smell as well. DO NOT BUY IT!,0
This toy lasted less than 30 minutes before my Husky started removing large chunks.  Attached is my Kong graveyard.,0
"I was a bit skeptical at first, because I thought it was automatic and I haven't heard great things about those. Then when I got it, I was even more skeptical. But the first time I used it I fell in love. The whole process takes two minutes tops, and no scooping needs to be done. I have three (very dirty) cats and one large box is perfect for them all.",1
The best invention for the tank filter. To clean the hoses is great and saves money on replacements,1
Very very tiny. Not at all what i was looking for. Not very versatile,0
This was supposed to be the same as Apoquel.  It was not.  It did not help the itching problem at all.  Now I have 5 bottles that I can't use.  I do not recommend this product as a substitute for Apoquel.,0
Destroyed in under one minute,0
"This is quite useless as a pet correction gadget. Dogs will ignore the voice coming from the collar after a while, as you are not standing there for the dog to associate the voice with someone.

I bought this at a dollar store for two bucks. As I expected, the battery in the collar unit was nearly dead, it only functions best when plugged in or its internal PL503040 3.7v polymmer battery replaced. So if your dog gets lost, the thing is quite useless, unless you keep it turned off. Still good for short term FRS communications.

However, the other half of this novelty is that it seems to be using GMRS / FRS network. It picked up a couple of chatters while I tried it in the Long Beach Marina area. Both transmitters were too weak to make any understandable response back to them - one guy told me to throw the piece of rubbish away and get a REAL GMRS radio from a pawn shop!

It's still useful for short-distance communications around the house like adjusting the antenna, or checking the fuse box. There are other GMRS gadget pairs that are cheaper.

It was a good patent idea on paper, however, it was poorly executed. If it was properly executed with durable/replaceable collar batteries, it would have been too expensive or too bulky for the dog.",0
So soft! My puppy loves it!!!,1
"Great!
Took 5 minutes and saved me 20 $. Good alternative to changing your pump... made me save 20 $",1
Recently adopted a new puppy as a playmate for our current little guy but she had been having a lot of problems going to the bathroom from the first week. When she started getting nauseous I was planning on switching foods yet again until I found this product locally and decided to give it a try. It seemed like the right choice given her symptoms and I was not disappointed. Her stool is much healthier after only a week or so and there is no nausea to speak of. I think what was most surprising to me was the unexpected benefit of her becoming calmer as a result. Understandable if she was as upset as she was. We all love this product!,1
"Little stick-on piece with the ""Weaver"" logo is held on by weak glue, it fell off after roughly 3 weeks and slightly curious doggo scooped it up and started choking on it.  Should come with a warning that the small piece can come off and cause a choking hazard.",0
good,1
I was excited when I received this product because the scent was appealing and it worked well. Unfortunately the effects only lasted for one day and I had to replace and fill the glass in which I used the product every day. For me it was not worth the money.,0
I end up returning this product because the item description was not clear.  The item did not fit my dog.,0
"I used this ear solution as it states on the bottle for a mild/moderate yeast infection in my dogs left ear. It didn't work, brought dog to vets.",0
Very nice dog is a raiders fan...... Barking and fighting leashes fit character. Fast shipping good product sturdy accurate description,1
"These pellets are great.  My red eye tetra love them.  They are a nice small size and either float nicely on the top of the water, or slowly sink down, which my fish love.  I have used these for a long time and it is a food I use consistently for my fish.",1
"It gets 5 stars for the cute pattern, but it was way too bulky for a medium dog collar. The clasp was also really big. Lastly, I couldn't make it tighter because the sewn on logo was in the way and prevented me from being able to tighten it. Too bad.",0
"Highly recommend! the handle size is perfect for my hand and the leash works well for my Chihuahua Yorkie.  I like that the leash doesn't click as it goes in and out, very quiet.  Would buy again.",1
It keeps my grass from getting brown spots. I put them in the dogs food every day. It works for my yard!!!,1
"Bought on accident.  Very cute,  wrong size.  Received a medium  should've been an x small for my four and half pound toy fox terrier",0
"I had one of the original LitterMaid Megas for 7 years before the cable broke (got snagged in the rake).  I purchased a replacement (an upgraded version of the original model) that lasted almost a year before it burned out.  I called the company since it was still within the warranty period, and I was sent this P.O.J. model.  I tried to get them to send one of the older models, based on the reviews I saw of the newer one, but they didn't carry them in the Mega version.  The new one didn't even last 3 weeks.  For those who this product actually worked longer than 1 month for, consider yourselves lucky.  So much for a ""better, new improved product"".  That was the first and only newer LitterMaid product I will ever purchase or use ever again.

I've been a mechanic, I've worked on computers, and I've worked in construction.  I know sometimes new stuff breaks.  It happens.  Every now and then you get a lemon, but a lot of people got lemons in this product, and that's a bad trend.  Whatever design flaws this thing has really needs to be addressed.  Some of the improvements they made were great (like the rake movement and how it pushes the litter into the receptacle instead of shoveling it), but all the functional and aesthetic improvements aren't worth a flip if the machine itself can't stay working for longer than its warranty period.

Until the durability issues are addressed, I will keep away from ever purchasing a LitterMaid product.  In fact, because of the durability issues, I ordered 2 SmartScoop automatic litterboxes just yesterday.  They're a little more expensive, but the reviews are nothing but fantastic.  I will write a review of mine when I have had adequate time to evaluate them.",0
I loved this product when I bought it. It worked great for almost a year. My cats drank more water from it and it also fascinated them. Then one day it stopped dispensing water. The motor stopped working. The only thing to do was to get rid of it. I would not buy another one.,0
"This is a nice looking, durable bag. Unfortunately it is impossible to fit a bale of hay in it. I have never seen a bale of hay small enough that it could fit inside of this bag.",0
One of the two batteries did not work. I checked it on two different collars. The other battery works fine in both collars.,0
good!,1
"Solid bags, large size, low price per unit.",1
My Turtle Loves These!,1
"Returned it - thin, flimsy plastic I know won't hol up to my dog...best for small dogs.",0
These caps work but they feel pretty cheap and the plastic is so thin that they are very rigid.  We also ordered one that was a bit more expensive but it has a softer rubbery feel to it and it's obvious that you get what you pay for.,0
Incredible price on these products and excellent quality.,1
Great basket that allows egg collector to wash eggs with ease.,1
I love being able to offer my girls different beds around the house and even in my car and at camp. With these quality covers it's affordable to do so. My hubby always has foam laying around so I can whip up a bed any time I need to.,1
good service and product,1
The bags are great and they aren't too thin. This pack has lasted for what feels like forever.,1
Costly bit lasts,0
Very please with item,1
"I don't think this is the real stuff.  I just applied it 5 days ago and I have a tick on my cat, and the fleas still haven't died.",0
"Before using this product I used other omega products, but by far this is the best. It has made my pets coat very soft and shiny. You will not see a difference after you first day, but give it a couple weeks and you'll see a difference (I did). In additiOn, they haven't been scratching as much.",1
This crate did not stand up to my German Shepherd for even one day!! Total waste of money for me.,0
"I got this with the intention for my Chinchilla to use it but, he ignores the thing completely. I have no use for it, he doesnt use it either.",0
Top quality collar,1
cat loves these toys,1
Have had it replaced and still having issues with leaking,0
Flap was not dark as seen in the picture. And the cat door was too thin to fit in my interior door. We used the template to cut out a hole but the two parts were too far apart to connect through my door.,0
It is a toy that broke the 3d time I used it.. Wished I hadn't wasted my time or my money.,0
this did not work either for my dogs would also like to return this,0
This Litterbox cover is smaller than they advertise. There is no way that a large size litter box can fit this thing. Only some medium size litter boxes fit but they are too small for my cat.,0
My parakeets love this.  They like the mirror and the dial that they love turning.,1
We took her to vet. a poor lady who had once been bit by gs was in waiting room . Bella would not have hurt her but she did not know this. As I got a better grip on leash the coller sliped easy off her head. Larer we tightend it with same results. The chain lets it slip off easy. If you can solve that problem it would be a nice pretty and safe coller,0
"Cute idea but not well executed.  The two arms have already come off by a light chewer, 12 pound miniature schnauzer.  I like the idea but seems cheaply made.",0
"We've been feeding Zupreem pellets to our African grey for over 20 years. She loves this food and has thrived on it. We were feeding her the fruit flavor Zupreem, but she would only eat certain colors. For example, blue pellets would end up on the cage floor. She much prefers the natural flavor. She is a fan. Our bird's health is excellent. This is a much safer food than nuts and seeds which can contain toxins from mold. We lost a sun conure from these toxins.",1
"Wouldn't give to my dog, scared they will chew off a piece and choke!",0
"Very happy with this product ,make my biewer yorkies neon white where they have white hair.it also smell present",1
"Arrived quickly and well packaged.  Little Emma LOVES them!  In fact, she;s chewing on one now.  It keeps her busy and, more importantly, keeps her teeth busy LOL!",1
"Corgis are a strange fit. This didn't work out for me. It fit around the waist, but not around the neck. Make sure you measure the wasit and neck. I wish it worked out, but it didn't fit my corgi too well.",0
Received it earlier than arrival date. Very easy to use and works great.,1
My dog loves these! Good quality.,1
Well made and did the job.,1
I was going to return these as initially my dog turned up his Italian Greyhound nose. But hour later he jumped up on the couch next to me with one of these tracheas in his mouth.  He loves them and is not intimidated by their size.,1
Beyond excellent.  Have been feeding our kitty these treats for several years.  Am no longer able to find these in local stores and am beyond pleased with being able to acquire them via Amazon.  And the price is very good.  These soft treats are excellent for cats who are growing older.  All cats love them!,1
"Ordered an xlarge. recieved a large. it may fit a large ""small breed"" but thats about it",0
When I took my dog to the vet he gave her these vitamins  so l been buying them  for a while now,1
"We had to adjusted it to make it fit and he immediately took it off, evey time we put it on he took it off, now we can not send it back so we lost over $70 that is a very bad product and return system, I am very upset.",0
"We certainly appreciate the quiet, but the toy is not durable at all. We have a 33 pound mix who chewed one of the ears off within a couple minutes of receiving it. It has been gradually getting more and more shredded, and it is about time to throw it away. If the company made these more robust, they would have a killer product.",0
Tore quickly...,0
I purchased three as Christmas presents for my grand doggies.....they loved them!,1
I used it exactly as in the photos & videos on both my dogs (one has long fur & one has short fur) & it removes LESS fur than the Furminator.,0
"It did not work and it had no instructions with it. I complained and Amazon told me to look it up on the internet. Not right. It is true ""you get what you pay for""",0
Both my mini aussies love this.  All I have to do is pick up the bag and they are right in front of me waiting.  Greenies don't have a chance.,1
VERY USEFUL AND GOOD PRICE,1
"Bought this toy and another kong Squirrel dog toy for my 2 Labs. with in 20 mins of giving them to the dogs, they had it tore open and the squeeker out.. SAVE YOUR MONEY!!!",0
"Poorest quality bison bones I've seen! One was broken when I opened the box, splintered with sharp edges!",0
I have a 2 pound maltichon puppy who gets very cold on walks.  Comes to a stand still and it is great to have the bag to carry her in.  I throw a blanket in there and am her personal chauffeur.  Very easy to use and love the clip the hook her harness on so she doesn't jump out.  I would recommend this carrier.,1
"I have bought two of these in the last month. Neither of the ""static"" options work on either. I have tested both on myself. And one of the remotes has a glitch in the screen and it's hard to read. I am working with the retailer on returning both. So far they have been quick to respond.",0
The metal comb came bent and is very harsh on my little dogs skin. The rake comb is spaced so far apart it doesn't do anything for my dog's coat.,0
"I love this cat tree, it is very cute, sturdy and easy to assemble (same as any Ikea furniture) but it is small. I have an 8lbs cat and it is slightly too small for him.",1
